year,country,no,name,position,side,height,weight,birth,club,age,cohort,bmi
2001,LAT,8,fanduls vyacheslav ,F,L,179,79,1969-03-17,karpat oulu ,32.1232032854209,1969,24.6559096158047
2001,LAT,9,belavskis aleksandrs ,F,L,180,83,1964-01-17,if bjorkloven ,37.2867898699521,1964,25.6172839506173
2001,LAT,1,irbe arturs ,G,L,175,82,1967-02-02,carolina hurricanes ,34.2422997946612,1967,26.7755102040816
2001,LAT,30,naumovs sergejs ,G,L,179,79,1969-04-04,leksands if ,32.0739219712526,1969,24.6559096158047
2001,NOR,15,norstebo svein enok ,D,L,179,86,1972-02-26,linkoping hc ,29.1772758384668,1972,26.8406104678381
2001,NOR,17,knold martin ,D,L,178,77,1976-01-14,linkoping hc ,25.2950034223135,1976,24.3024870597147
2001,NOR,22,nilsen johnny ,D,L,183,85,1975-01-27,frisk asker ,26.258726899384,1975,25.3814685419093
2001,NOR,23,trygg mats ,D,R,179,80,1976-06-01,farjestads bk ,24.9144421629021,1976,24.9680097375238
2001,NOR,24,wold ketil ,D,L,183,93,1972-03-20,frisk asker ,29.1143052703628,1972,27.7703126399713
2001,NOR,32,sorlie bard ,D,L,180,85,1977-04-04,valerenga ,24.0739219712526,1977,26.2345679012346
2001,NOR,6,sellgren martin ,D,L,192,101,1979-06-10,ferris state u. ,21.8918548939083,1979,27.3980034722222
2001,NOR,10,fjeld morten ,F,L,178,76,1976-03-04,hammarby if ,25.1581108829569,1976,23.9868703446535
2001,NOR,11,vesterheim stig ,F,L,174,81,1975-04-10,sparta sarpsborg ,26.0588637919233,1975,26.7538644470868
2001,NOR,14,trygg marius ,F,L,177,79,1976-06-01,farjestads bk ,24.9144421629021,1976,25.2162533116282
2001,NOR,20,johnsen pal ,F,L,180,83,1976-03-17,leksands if ,25.1225188227242,1976,25.6172839506173
2001,NOR,21,magnussen trond ,F,L,175,82,1973-02-01,farjestads bk ,28.2436687200548,1973,26.7755102040816
2001,NOR,25,fredriksen anders ,F,L,178,80,1981-02-17,tingsryds aif ,20.1998631074606,1981,25.2493372048984
2001,NOR,26,ask morten ,F,L,186,89,1980-05-14,valerenga ,20.9637234770705,1980,25.7255174008556
2001,NOR,28,nygard kjell ,F,L,179,85,1978-01-04,valerenga ,23.3210130047912,1978,26.528510346119
2001,NOR,29,vikingstad tore ,F,L,191,93,1975-10-08,leksands if ,25.5633127994524,1975,25.4927222389737
2001,NOR,3,svendsberget geir ,F,L,185,92,1974-05-22,storhamar dragons ,26.943189596167,1974,26.8809349890431
2001,NOR,33,martinsen tommy ,F,L,181,80,1976-12-24,valerenga if ,24.3504449007529,1976,24.4192790207869
2001,NOR,35,dahl jan morten ,F,L,185,82,1973-12-11,trondheim ik ,27.3867214236824,1973,23.9590942293645
2001,NOR,8,hansen mads ,F,L,184,85,1978-09-16,storhamar dragons ,22.6228610540726,1978,25.1063327032136
2001,NOR,1,norgren jonas ,G,R,172,72,1972-11-10,storhamar dragons ,28.4709103353867,1972,24.3374797187669
2001,NOR,30,josefsen bjorge ,G,L,187,84,1976-06-03,oskarshamns ik ,24.9089664613279,1976,24.021275987303
2001,NOR,34,wold vidar ,G,L,187,85,1974-03-07,frisk asker ,27.1512662559891,1974,24.3072435585805
2001,SUI,11,steinegger martin ,D,L,187,87,1972-02-15,sc bern ,29.2073921971253,1972,24.8791787011353
2001,SUI,13,bezina goran ,D,L,190,99,1980-03-21,fribourg-gotteron ,21.1115674195756,1980,27.4238227146814
2001,SUI,22,keller olivier ,D,L,190,95,1971-03-20,hc lugano ,30.1163586584531,1971,26.3157894736842
2001,SUI,27,salis edgar ,D,R,191,98,1970-05-20,zsc lions ,30.9486652977413,1970,26.8632987034347
2001,SUI,3,vauclair julien ,D,L,184,90,1979-10-02,hc lugano ,21.5797399041752,1979,26.5831758034026
2001,SUI,31,seger mathias ,D,L,181,84,1977-12-17,zsc lions ,23.3702943189596,1977,25.6402429718263
2001,SUI,5,sutter patrik ,D,L,175,79,1970-07-06,ev zug ,30.8199863107461,1970,25.7959183673469
2001,SUI,7,streit mark ,D,L,183,88,1977-12-11,zsc lions ,23.3867214236824,1977,26.2772850786825
2001,SUI,12,della rossa patric ,F,R,186,94,1975-07-28,zsc lions ,25.7604380561259,1975,27.1707711874205
2001,SUI,14,demuth alain ,F,L,180,86,1979-06-03,hc ambri piotta ,21.9110198494182,1979,26.5432098765432
2001,SUI,17,crameri gian-marco ,F,L,177,76,1972-12-13,zsc lions ,28.3805612594114,1972,24.2586740719461
2001,SUI,19,aeschlimann j-j ,F,R,185,86,1967-05-30,hc lugano ,33.9219712525667,1967,25.1278305332359
2001,SUI,24,zeiter michel ,F,L,187,94,1974-04-22,zsc lions ,27.025325119781,1974,26.8809517000772
2001,SUI,28,pluss martin ,F,L,173,81,1977-04-05,ehc kloten ,24.0711841204654,1977,27.0640515887601
2001,SUI,30,jenni marcel ,F,L,180,82,1974-03-02,farjestads bk ,27.1649555099247,1974,25.3086419753086
2001,SUI,35,jeannin sandy ,F,L,180,80,1976-02-28,hc lugano ,25.1718001368925,1976,24.6913580246914
2001,SUI,36,reichert marc ,F,L,189,101,1980-03-22,sc bern ,21.1088295687885,1980,28.2746843593404
2001,SUI,38,ziegler thomas ,F,L,180,86,1978-06-09,detroit vipers ,22.8939082819986,1978,26.5432098765432
2001,SUI,39,riesen michel ,F,R,186,85,1979-04-11,hamilton bulldogs ,22.0561259411362,1979,24.5693143716036
2001,SUI,4,conne flavien ,F,L,177,81,1980-04-01,hc lugano ,21.0814510609172,1980,25.8546394714163
2001,SUI,1,buhrer marco ,G,L,179,78,1979-10-09,ehc chur ,21.5605749486653,1979,24.3438094940857
2001,SUI,26,gerber martin ,G,L,178,79,1974-09-03,sc langnau ,26.6584531143053,1974,24.9337204898371
2001,SUI,41,weibel lars ,G,L,185,90,1974-05-20,hc davos ,26.9486652977413,1974,26.2965668371074
2001,SVK,2,mezei branislav ,D,L,190,100,1980-10-08,new york islanders ,20.5612594113621,1980,27.7008310249307
2001,SVK,25,droppa ivan ,D,L,191,98,1972-02-01,dusseldorfer eg ,29.2457221081451,1972,26.8632987034347
2001,SVK,3,chara zdeno ,D,L,202,105,1977-03-18,new york islanders ,24.1204654346338,1977,25.7327712969317
2001,SVK,4,strbak martin ,D,L,191,96,1975-01-15,hc vsetin ,26.2915811088296,1975,26.3150681176503
2001,SVK,41,lintner richard ,D,R,188,97,1977-11-15,nashville predators ,23.4579055441478,1977,27.4445450430059
2001,SVK,50,pavlikovsky richard ,D,R,181,85,1975-03-03,havirov ,26.1629021218344,1975,25.9454839595861
2001,SVK,77,sekeras lubomir ,D,L,184,74,1968-11-18,minnesota wild ,32.4490075290897,1968,21.8572778827977
2001,SVK,10,gaborik marian ,F,L,186,83,1982-02-14,minnesota wild ,19.2087611225188,1982,23.9912128569777
2001,SVK,11,somik radovan ,F,L,188,83,1977-05-05,zlin ,23.9890485968515,1977,23.4834766862834
2001,SVK,16,orszagh vladimir ,F,L,180,90,1977-05-24,djurgardens if ,23.937029431896,1977,27.7777777777778
2001,SVK,18,hossa marian ,F,L,183,86,1979-01-12,ottawa senators ,22.299794661191,1979,25.680074054167
2001,SVK,20,zednik richard ,F,L,180,90,1976-01-06,montreal canadiens ,25.3169062286105,1976,27.7777777777778
2001,SVK,21,ciger zdenko ,F,L,182,80,1969-10-19,slovan bratislava ,31.5318275154004,1969,24.1516725033209
2001,SVK,24,pardavy jan ,F,L,180,88,1971-09-08,hc vsetin ,29.6454483230664,1971,27.1604938271605
2001,SVK,27,nagy ladislav ,F,L,173,83,1979-06-01,phoenix coyotes ,21.9164955509925,1979,27.7322997761369
2001,SVK,30,hlinka miroslav ,F,L,186,98,1972-08-31,jokerit helsinki ,28.6652977412731,1972,28.3269742166724
2001,SVK,39,petrovicky robert ,F,L,178,78,1973-10-26,modo hockey ,27.5126625598905,1973,24.6181037747759
2001,SVK,42,bartos peter ,F,R,184,81,1973-09-05,minnesota wild ,27.6522929500342,1973,23.9248582230624
2001,SVK,43,nedorost andrej ,F,L,185,80,1980-04-30,hc plzen ,21.0020533880903,1980,23.3747260774288
2001,SVK,66,pucher peter ,F,L,185,93,1974-08-12,hc znojmo ,26.7186858316222,1974,27.173119065011
2001,SVK,1,stana rastislav ,G,L,185,73,1980-01-10,moose jaw warriors ,21.305954825462,1980,21.3294375456538
2001,SVK,29,rybar pavol ,G,L,180,85,1971-10-12,hc slovan bratislava ,29.5523613963039,1971,26.2345679012346
2001,SVK,31,lasak jan ,G,L,183,90,1979-04-10,milwaukee ,22.0588637919233,1979,26.8744961031981
2001,SWE,2,ohlund mattias ,D,L,188,100,1976-09-09,vancouver canucks ,24.6406570841889,1976,28.2933454051607
2001,SWE,27,rohlin leif ,D,L,185,90,1968-02-26,hc ambrí piotta ,33.1772758384668,1968,26.2965668371074
2001,SWE,28,nord bjorn ,D,R,183,86,1972-04-05,nurnberg ice tigers ,29.0704996577687,1972,25.680074054167
2001,SWE,3,johnsson kim ,D,L,187,90,1976-03-16,new york rangers ,25.1252566735113,1976,25.7370814149675
2001,SWE,34,tjarnqvist daniel ,D,L,188,88,1976-10-14,djurgardens if ,24.5448323066393,1976,24.8981439565414
2001,SWE,55,andersson peter ,D,L,183,90,1965-08-29,hc lugano ,35.6714579055441,1965,26.8744961031981
2001,SWE,6,olsson christer ,D,L,180,88,1970-07-24,brynas if ,30.7707049965777,1970,27.1604938271605
2001,SWE,10,johansson andreas ,F,L,183,93,1973-05-19,sc bern ,27.9507186858316,1973,27.7703126399713
2001,SWE,11,axelsson per-johan ,F,L,185,80,1975-02-26,boston bruins ,26.17659137577,1975,23.3747260774288
2001,SWE,12,sedin daniel ,F,L,188,84,1980-09-26,vancouver canucks ,20.5941136208077,1980,23.766410140335
2001,SWE,13,sundin mats ,F,R,194,103,1971-02-13,toronto maple leafs ,30.2121834360027,1971,27.3674141779148
2001,SWE,15,sedin henrik ,F,L,190,89,1980-09-26,vancouver canucks ,20.5941136208077,1980,24.6537396121884
2001,SWE,17,johansson mathias ,F,L,187,91,1974-02-22,farjestads bk ,27.1868583162218,1974,26.023048986245
2001,SWE,18,olvestad jimmie ,F,L,184,87,1980-02-16,djurgardens if ,21.2046543463381,1980,25.6970699432892
2001,SWE,19,renberg mikael ,F,L,188,98,1972-05-05,lulea hf ,28.9883641341547,1972,27.7274784970575
2001,SWE,20,zetterberg henrik ,F,L,182,84,1980-10-09,timra ik ,20.5585215605749,1980,25.3592561284869
2001,SWE,21,jonsson jorgen ,F,L,184,88,1972-09-29,farjestads bk ,28.5859000684463,1972,25.992438563327
2001,SWE,22,huselius kristian ,F,L,187,81,1978-11-10,vastra frolunda hc ,22.4722792607803,1978,23.1633732734708
2001,SWE,23,salomonsson andreas ,F,L,184,85,1973-12-19,djurgardens if ,27.3648186173854,1973,25.1063327032136
2001,SWE,24,alfredsson daniel ,F,R,182,89,1972-12-11,ottawa senators ,28.3860369609856,1972,26.8687356599444
2001,SWE,33,modin fredrik ,F,L,193,100,1974-10-08,tampa bay lightning ,26.5626283367556,1974,26.8463582914978
2001,SWE,9,ottosson kristofer ,F,L,179,85,1976-01-09,djurgardens if ,25.3086926762491,1976,26.528510346119
2001,SWE,1,hadelov andreas ,G,L,180,78,1975-07-23,malmo if ,25.7741273100616,1975,24.0740740740741
2001,SWE,32,tellqvist mikael ,G,L,180,79,1979-09-19,djurgardens if ,21.6153319644079,1979,24.3827160493827
2001,SWE,35,salo tommy ,G,L,182,79,1971-02-01,edmonton oilers ,30.2450376454483,1971,23.8497765970293
2001,UKR,14,shyryayev valeriy ,D,L,183,91,1963-08-26,la chaux-de-fonds ,37.6810403832991,1963,27.1731016154558
2001,UKR,2,ostroushko artem ,D,L,187,90,1974-03-18,neftekhimik nizhnekamsk ,27.1211498973306,1974,25.7370814149675
2001,UKR,3,klymentiev sergii ,D,L,183,89,1975-04-05,metallurg magnitogorsk ,26.072553045859,1975,26.5758905909403
2001,UKR,30,zavalnyuk vyacheslav ,D,L,181,90,1974-12-10,soviet wings ,26.3901437371663,1974,27.4716888983853
2001,UKR,4,polkovnikov oleg ,D,L,185,90,1973-12-13,dynamo moscow ,27.3812457221081,1973,26.2965668371074
2001,UKR,5,savitskyy oleksandr ,D,L,180,87,1971-05-03,weisswasser ,29.9958932238193,1971,26.8518518518519
2001,UKR,10,shakhraichuk vadim ,F,L,189,94,1974-06-12,avangard omsk ,26.8856947296372,1974,26.3150527700792
2001,UKR,12,liutkevych vitalii ,F,L,184,80,1980-04-04,neftekhimik nizhnekamsk ,21.0732375085558,1980,23.6294896030246
2001,UKR,15,lytvynenko vitaliy ,F,L,182,88,1970-06-14,lokomotiv yaroslavl ,30.880219028063,1970,26.5668397536529
2001,UKR,17,oletskyy valentyn ,F,L,176,82,1971-06-02,sokol kiev ,29.9137577002053,1971,26.4721074380165
2001,UKR,18,savenko bogdan ,F,R,187,93,1974-11-20,sokol kiev ,26.444900752909,1974,26.5949841287998
2001,UKR,19,protsenko borys ,F,R,182,87,1978-08-21,scranton ,22.694045174538,1978,26.2649438473614
2001,UKR,21,lazarenko oleksiy ,F,L,183,89,1976-01-03,soviet wings ,25.3251197809719,1976,26.5758905909403
2001,UKR,23,salnikov roman ,F,R,185,89,1976-02-18,soviet wings ,25.1991786447639,1976,26.0043827611395
2001,UKR,24,matviychuk olexandr ,F,L,176,79,1975-05-13,molot perm ,25.968514715948,1975,25.5036157024793
2001,UKR,25,kasyanchuk kostyantyn ,F,R,183,83,1979-10-24,sokol kiev ,21.5195071868583,1979,24.7842575173938
2001,UKR,6,sryubko andriy ,F,R,189,93,1975-10-21,syracuse crunch ,25.5277207392197,1975,26.0351054001848
2001,UKR,7,bobrovnikov vasyl ,F,L,175,79,1971-11-08,berkut kiev ,29.4784394250513,1971,25.7959183673469
2001,UKR,8,khristich dmytro ,F,R,186,94,1969-07-23,washington capitals ,31.772758384668,1969,27.1707711874205
2001,UKR,9,slivchenko vadym ,F,L,180,85,1970-03-28,schwenningen ,31.0937713894593,1970,26.2345679012346
2001,UKR,1,simchuk kostyantyn ,G,L,186,89,1974-02-26,fort wayne komets ,27.1759069130732,1974,25.7255174008556
2001,UKR,20,karpenko igor ,G,L,173,80,1976-07-23,metallurg magnitogorsk ,24.7720739219713,1976,26.7299274950717
2001,UKR,22,seliverstov vadym ,G,L,177,74,1981-02-18,hc sokol ,20.1971252566735,1981,23.6202879121581
2001,USA,22,weinrich eric ,D,L,187,97,1966-12-19,boston bruins ,34.3655030800821,1966,27.7388544139095
2001,USA,24,eaton mark ,D,L,189,93,1977-05-06,nashville predators ,23.9863107460643,1977,26.0351054001848
2001,USA,25,gill hal ,D,L,202,109,1975-04-06,boston bruins ,26.0698151950719,1975,26.7130673463386
2001,USA,4,hedican bret ,D,L,189,93,1970-08-10,florida panthers ,30.7241615331964,1970,26.0351054001848
2001,USA,45,tanabe david ,D,R,187,91,1980-07-19,carolina hurricanes ,20.7830253251198,1980,26.023048986245
2001,USA,6,housley phil ,D,L,179,84,1964-03-09,calgary flames ,37.1444216290212,1964,26.2164102244
2001,USA,7,quint deron ,D,L,189,99,1976-03-12,columbus blue jackets ,25.1362080766598,1976,27.7147896195515
2001,USA,11,legwand david ,F,L,189,84,1980-08-17,nashville predators ,20.703627652293,1980,23.5155790711346
2001,USA,12,gionta brian ,F,R,171,75,1979-01-18,boston college ,22.2833675564682,1979,25.6489176156766
2001,USA,14,hendrickson darby ,F,L,187,88,1972-08-28,minnesota wild ,28.6735112936345,1972,25.1651462724127
2001,USA,15,halpern jeff ,F,R,187,91,1976-05-03,washington capitals ,24.993839835729,1976,26.023048986245
2001,USA,17,brown doug ,F,R,178,84,1964-06-12,detroit red wings ,36.8843258042437,1964,26.5118040651433
2001,USA,18,connolly tim ,F,R,184,84,1981-05-07,new york islanders ,19.9835728952772,1981,24.8109640831758
2001,USA,23,knuble mike ,F,R,194,99,1972-07-04,boston bruins ,28.8240930869268,1972,26.3046019768307
2001,USA,26,plante derek ,F,L,182,83,1971-01-17,philadelphia flyers ,30.2861054072553,1971,25.0573602221954
2001,USA,27,parrish marc ,F,R,182,87,1977-02-02,new york islanders ,24.2409308692676,1977,26.2649438473614
2001,USA,28,wilson landon ,F,R,189,98,1975-03-13,phoenix coyotes ,26.135523613963,1975,27.4348422496571
2001,USA,47,kraft ryan ,F,L,176,82,1975-11-07,kentuckey thoroughblades ,25.4811772758385,1975,26.4721074380165
2001,USA,63,darby craig ,F,L,191,91,1972-09-26,montreal canadiens ,28.5941136208077,1972,24.9444916531893
2001,USA,8,campbell jim ,F,R,189,93,1973-02-03,montreal canadiens ,28.2381930184805,1973,26.0351054001848
2001,USA,1,dipietro rick ,G,R,184,84,1981-09-19,new york islanders ,19.6139630390144,1981,24.8109640831758
2001,USA,39,miller ryan ,G,R,189,72,1980-07-17,michigan state spartans ,20.788501026694,1980,20.1562106324011
2001,USA,42,esche robert ,G,R,184,85,1978-01-22,phoenix coyotes ,23.2717316906229,1978,25.1063327032136
2002,RUS,11,ryabykin dmitri ,D,R,188,95,1976-03-24,avangard omsk ,26.1026694045175,1976,26.8786781349027
2002,RUS,2,yudin alexander ,D,L,189,110,1971-02-04,neftekhimik nizhnekamsk ,31.2361396303901,1971,30.7942106883906
2002,RUS,25,zhukov sergei ,D,L,193,92,1975-11-23,lokomotiv yaroslavl ,26.4366872005476,1975,24.6986496281779
2002,RUS,4,vyshedkevich sergey ,D,L,185,93,1975-01-03,dynamo moskva ,27.3237508555784,1975,27.173119065011
2002,RUS,45,kalinin dmitri ,D,L,185,87,1980-07-22,buffalo sabres ,21.7741273100616,1980,25.4200146092038
2002,RUS,5,bykov dmitri ,D,L,180,91,1977-05-05,ak bars kazan ,24.9883641341547,1977,28.0864197530864
2002,RUS,6,volchenkov anton ,D,L,183,100,1982-02-25,krylia sovetov ,20.1779603011636,1982,29.8605512257756
2002,RUS,7,guskov alexander ,D,L,189,92,1976-11-26,lokomotiv yaroslavl ,25.4264202600958,1976,25.7551580302903
2002,RUS,8,gusev sergey ,D,L,180,80,1975-07-31,severstal cherepovets ,26.7515400410678,1975,24.6913580246914
2002,RUS,10,zatonski dmitri ,F,R,172,80,1971-03-30,avangard omsk ,31.088295687885,1971,27.0416441319632
2002,RUS,13,razin andrei ,F,L,181,83,1973-10-23,dynamo moskva ,28.5201916495551,1973,25.3350019840664
2002,RUS,15,tkachenko ivan ,F,L,180,81,1979-11-09,lokomotiv yaroslavl ,22.4750171115674,1979,25
2002,RUS,21,savchenkov alexander ,F,R,174,80,1973-09-30,dynamo moskva ,28.5831622176591,1973,26.4235698242833
2002,RUS,23,prokopiev alexander ,F,R,181,85,1971-06-10,avangard omsk ,30.8911704312115,1971,25.9454839595861
2002,RUS,24,antipov vladimir ,F,L,180,90,1978-01-17,lokomotiv yaroslavl ,24.2847364818617,1978,27.7777777777778
2002,RUS,26,butsayev vyacheslav ,F,L,187,98,1970-06-13,lokomotiv yaroslavl ,31.8822724161533,1970,28.0248219851869
2002,RUS,27,gusmanov ravil ,F,L,186,87,1972-07-25,metallurg magnitogorsk ,29.7659137577002,1972,25.1474158862296
2002,RUS,29,lyashenko roman ,F,R,180,82,1979-05-02,new york rangers ,22.9979466119097,1979,25.3086419753086
2002,RUS,33,sushinski maxim ,F,L,172,80,1974-07-01,avangard omsk ,27.8329911019849,1974,27.0416441319632
2002,RUS,44,karpov valeri ,F,L,178,92,1971-08-05,metallurg magnitogorsk ,30.7378507871321,1971,29.0367377856331
2002,RUS,51,kovalenko andrei ,F,L,180,98,1970-06-07,lokomotiv yaroslavl ,31.8986995208761,1970,30.2469135802469
2002,RUS,61,afinogenov maxim ,F,L,181,83,1979-09-04,buffalo sabres ,22.6557152635181,1979,25.3350019840664
2002,RUS,9,koznev alexei ,F,L,174,83,1975-10-03,avangard omsk ,26.5763175906913,1975,27.4144536926939
2002,RUS,30,chistov victor ,G,L,180,86,1972-01-12,severstal cherepovets ,30.299794661191,1972,26.5432098765432
2002,RUS,31,podomatski egor ,G,L,176,76,1976-11-22,lokomotiv yaroslavl ,25.4373716632444,1976,24.5351239669421
2002,RUS,39,sokolov maxim ,G,L,180,78,1972-05-27,severstal cherepovetal ,29.927446954141,1972,24.0740740740741
2002,AUT,13,lukas robert ,D,L,177,82,1978-08-29,ehc linz ,23.6714579055441,1978,26.1738325513103
2002,AUT,22,hohenberger martin ,D,L,186,93,1977-01-29,revier lowen oberhausen ,25.2511978097194,1977,26.8817204301075
2002,AUT,30,hohenberger herbert ,D,R,182,90,1969-02-08,ec villach ,33.223819301848,1969,27.170631566236
2002,AUT,32,lakos andre ,D,L,202,104,1979-07-29,utah grizzlies ,22.757015742642,1979,25.4876972845799
2002,AUT,4,unterluggauer gerhard ,D,L,177,88,1976-08-15,schwenningen ,25.7084188911704,1976,28.0889910306745
2002,AUT,47,ulrich martin ,D,L,188,91,1969-12-16,dusseldorfer eg ,32.37234770705,1969,25.7469443186962
2002,AUT,6,lavoie joseph g d ,D,R,190,95,1967-11-21,hannover scorpions ,34.4421629021218,1967,26.3157894736842
2002,AUT,9,sintschnig christian ,D,L,190,90,1975-04-21,kac klagenfurt ,27.0280629705681,1975,24.9307479224377
2002,AUT,10,brandner christoph ,F,L,195,98,1975-07-05,krefeld penguine ,26.8227241615332,1975,25.7725180802104
2002,AUT,12,trattnig matthias ,F,L,185,95,1979-04-22,djurgardens if ,23.025325119781,1979,27.7574872169467
2002,AUT,15,setzinger oliver ,F,L,183,92,1983-07-11,ehc linz ,18.8062970568104,1983,27.4717071277136
2002,AUT,17,pock thomas ,F,L,184,89,1981-12-02,univ. of mass. at amherst ,20.4106776180698,1981,26.2878071833648
2002,AUT,18,salfi kent ,F,L,176,82,1971-06-10,vsv villach ,30.8911704312115,1971,26.4721074380165
2002,AUT,19,lukas philipp ,F,R,177,84,1979-12-04,ehc linz ,22.4065708418891,1979,26.8122187110983
2002,AUT,20,konig christoph ,F,R,192,99,1979-03-26,vienna capitals ,23.0992470910335,1979,26.85546875
2002,AUT,21,schaden mario ,F,L,173,85,1972-04-30,kac klagenfurt ,30.0013689253936,1972,28.4005479635136
2002,AUT,26,szucs mark ,F,L,177,78,1976-11-04,ehc linz ,25.4866529774127,1976,24.8970602317342
2002,AUT,27,kaspitz roland ,F,L,170,70,1981-11-01,vsv villach ,20.4955509924709,1981,24.2214532871972
2002,AUT,29,perthaler christian ,F,L,183,90,1968-07-21,ehc linz ,33.7768651608487,1968,26.8744961031981
2002,AUT,74,kalt dieter ,F,R,175,83,1974-06-26,farjestads bk ,27.8466803559206,1974,27.1020408163265
2002,AUT,25,suttnig michael ,G,R,178,76,1973-11-08,kac klagenfurt ,28.476386036961,1973,23.9868703446535
2002,AUT,31,dalpiaz claus ,G,R,175,70,1971-10-10,hc innsbruck ,30.5571526351814,1971,22.8571428571429
2002,AUT,38,prohaska gert ,G,R,190,90,1976-03-31,vsv villach ,26.0835044490075,1976,24.9307479224377
